policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible
462967,FL,VOLUSIA COUNTY,0,0,540000,0,540000,449064,0,0,0,0
246062,FL,VOLUSIA COUNTY,0,0,73062,0,73062,96200.74,0,0,0,0
471298,FL,VOLUSIA COUNTY,0,4994074.4,0,0,4994074.4,4779708.75,0,0,0,0
760318,FL,VOLUSIA COUNTY,0,392792.37,0,0,392792.37,420680.63,0,0,0,0
919553,FL,VOLUSIA COUNTY,0,56113.2,0,0,56113.2,58850.62,0,0,0,0
629086,FL,VOLUSIA COUNTY,0,22445.28,0,0,22445.28,28622.8,0,0,0,0
760194,FL,VOLUSIA COUNTY,0,824863.97,0,0,824863.97,1299741.46,0,0,0,0
931590,FL,VOLUSIA COUNTY,0,2508259.84,0,0,2508259.84,1716452.37,0,0,0,0
637745,FL,VOLUSIA COUNTY,0,23567.54,0,0,23567.54,19183.04,0,0,0,0
104800,FL,VOLUSIA COUNTY,0,72947.15,0,0,72947.15,64324.07,0,0,0,0
992441,FL,VOLUSIA COUNTY,0,19078.49,0,0,19078.49,14791.09,0,0,0,0
385409,FL,VOLUSIA COUNTY,0,2053742.96,0,0,2053742.96,2595479.27,0,0,0,0
258475,FL,VOLUSIA COUNTY,0,448905.56,0,0,448905.56,675342.51,0,0,0,0
206916,FL,VOLUSIA COUNTY,0,89781.11,0,0,89781.11,146389.18,0,0,0,0
200383,FL,VOLUSIA COUNTY,0,39279.24,0,0,39279.24,34759.18,0,0,0,0
627890,FL,VOLUSIA COUNTY,0,95392.43,0,0,95392.43,136073.87,0,0,0,0
375314,FL,VOLUSIA COUNTY,0,11222.64,0,0,11222.64,13696.11,0,0,0,0
669789,FL,VOLUSIA COUNTY,0,785584.74,0,0,785584.74,1337615.92,0,0,0,0
988857,FL,VOLUSIA COUNTY,0,516241.4,0,0,516241.4,712623.24,0,0,0,0
988994,FL,VOLUSIA COUNTY,0,89781.11,0,0,89781.11,99424.86,0,0,0,0
402907,FL,VOLUSIA COUNTY,0,505018.76,0,0,505018.76,638359.87,0,0,0,0
513308,FL,VOLUSIA COUNTY,0,345657.28,0,0,345657.28,286867.89,0,0,0,0
567159,FL,VOLUSIA COUNTY,0,168339.59,0,0,168339.59,233561.08,0,0,0,0
502873,FL,VOLUSIA COUNTY,0,72947.15,0,0,72947.15,76229.78,0,0,0,0
511801,FL,VOLUSIA COUNTY,0,337801.44,0,0,337801.44,503134.97,0,0,0,0
484824,FL,VOLUSIA COUNTY,0,4489.06,0,0,4489.06,6770.48,0,0,0,0
723662,FL,VOLUSIA COUNTY,0,112226.39,0,0,112226.39,106309.7,0,0,0,0
685884,FL,VOLUSIA COUNTY,0,112226.39,0,0,112226.39,111950.54,0,0,0,0
188855,FL,VOLUSIA COUNTY,0,729471.54,0,0,729471.54,1197512.15,0,0,0,0
505620,FL,VOLUSIA COUNTY,0,1066150.71,0,0,1066150.71,1113301.23,0,0,0,0
800689,FL,VOLUSIA COUNTY,0,196396.18,0,0,196396.18,227165.57,0,0,0,0
175975,FL,VOLUSIA COUNTY,0,196396.18,0,0,196396.18,338105.07,0,0,0,0
245166,FL,VOLUSIA COUNTY,0,561131.96,0,0,561131.96,422089.07,0,0,0,0
560945,FL,VOLUSIA COUNTY,0,561131.96,0,0,561131.96,458516.63,0,0,0,0
755635,FL,VOLUSIA COUNTY,0,561131.96,0,0,561131.96,745677.03,0,0,0,0
741913,FL,VOLUSIA COUNTY,0,561131.96,0,0,561131.96,608482.51,0,0,0,0
406737,FL,VOLUSIA COUNTY,0,336679.17,0,0,336679.17,448456.66,0,0,0,0
190905,FL,VOLUSIA COUNTY,0,2020075.04,0,0,2020075.04,1795442.69,0,0,0,0
334833,FL,VOLUSIA COUNTY,0,280565.98,0,0,280565.98,358396.66,0,0,0,0
373838,FL,VOLUSIA COUNTY,0,1234490.3,0,0,1234490.3,1233633.56,0,0,0,0
484447,FL,VOLUSIA COUNTY,0,89529.73,0,0,89529.73,76987.86,0,0,0,0
806973,FL,VOLUSIA COUNTY,0,89529.73,0,0,89529.73,147523.14,0,0,0,0
951753,FL,VOLUSIA COUNTY,0,64440,0,64440,64440,106576.54,0,3222,0,0
113173,FL,VOLUSIA COUNTY,0,0,0,1208250,1208250,1908310.05,0,0,0,0
258432,FL,VOLUSIA COUNTY,2585844,2585844,2585844,2585844,2585844,2878096.09,0,0,0,0
783886,FL,VOLUSIA COUNTY,2410214.4,2410214.4,2410214.4,2410214.4,2410214.4,2603171.34,0,0,0,0
348235,FL,VOLUSIA COUNTY,633860.1,633860.1,633860.1,633860.1,633860.1,742483.44,0,0,0,0
498962,FL,VOLUSIA COUNTY,391648.5,391648.5,391648.5,391648.5,391648.5,313111.23,0,0,0,0
929712,FL,VOLUSIA COUNTY,193500,193500,193500,193500,193500,277636.9,0,0,0,0
805002,FL,VOLUSIA COUNTY,170284.5,170284.5,170284.5,170284.5,170284.5,187312.95,0,0,0,0
580506,FL,VOLUSIA COUNTY,25578,25578,25578,25578,25578,22143.51,0,0,0,0
548244,FL,VOLUSIA COUNTY,0,614101.92,0,0,614101.92,506118.24,0,0,0,0
144354,FL,VOLUSIA COUNTY,0,503015.04,0,0,503015.04,636213.42,0,0,0,0
111513,FL,VOLUSIA COUNTY,0,805378.86,0,0,805378.86,1337379.92,0,0,0,0
106797,FL,VOLUSIA COUNTY,0,1229797.8,0,1229797.8,1229797.8,1383227.37,0,0,0,0
380644,FL,VOLUSIA COUNTY,0,44383.68,0,0,44383.68,34896.22,0,0,0,0
522142,FL,VOLUSIA COUNTY,0,392980.5,0,392980.5,392980.5,337943.58,0,0,0,0
679150,FL,VOLUSIA COUNTY,0,430891.56,0,0,430891.56,654881.06,0,0,0,0
674448,FL,VOLUSIA COUNTY,0,872096.32,0,0,872096.32,1116673.98,0,0,0,0
624913,FL,VOLUSIA COUNTY,258537.6,258537.6,0,0,258537.6,353612.73,0,0,0,0
111097,FL,VOLUSIA COUNTY,0,701796.71,0,0,701796.71,966374.07,0,0,0,0
568902,FL,VOLUSIA COUNTY,0,868509.49,0,0,868509.49,972633.35,0,0,0,0
204861,FL,VOLUSIA COUNTY,0,3557655,0,0,3557655,4791200.72,0,0,0,0
625408,FL,VOLUSIA COUNTY,0,669240,0,0,669240,809536.13,0,33462,0,0
781405,FL,VOLUSIA COUNTY,0,360783,0,0,360783,298729.05,0,0,0,0
431180,FL,VOLUSIA COUNTY,0,708804,0,0,708804,1099610.17,0,35440.2,0,0
698485,FL,VOLUSIA COUNTY,0,395910,0,0,395910,464449.94,0,19795.5,0,0
605133,FL,VOLUSIA COUNTY,0,0,53947.8,0,53947.8,51343.2,0,0,0,0
725775,FL,VOLUSIA COUNTY,0,0,53947.8,0,53947.8,41826.81,0,0,0,0
738050,FL,VOLUSIA COUNTY,0,154034.47,0,0,154034.47,116758.9,0,0,0,0
623147,FL,VOLUSIA COUNTY,0,152656.33,0,0,152656.33,206163.89,0,0,0,0
584199,FL,VOLUSIA COUNTY,0,38132.28,0,0,38132.28,44395.12,0,0,0,0
477552,FL,VOLUSIA COUNTY,0,15711.69,0,0,15711.69,12885.41,0,0,0,0
205174,FL,VOLUSIA COUNTY,0,28056.6,0,0,28056.6,30651.83,0,0,0,0
920994,FL,VOLUSIA COUNTY,0,1181392.63,0,0,1181392.63,1337681.42,0,0,0,0
414411,FL,PUTNAM COUNTY,1730431.8,1730431.8,1730431.8,1730431.8,1730431.8,2273870.45,0,0,0,0
127443,FL,PUTNAM COUNTY,868872.6,868872.6,868872.6,868872.6,868872.6,914610.05,0,0,0,0
646252,FL,PUTNAM COUNTY,525780,525780,525780,525780,525780,572584.41,0,0,0,0
149370,FL,PUTNAM COUNTY,494964,494964,494964,494964,494964,493310.82,0,0,0,0
813832,FL,PUTNAM COUNTY,205200,205200,205200,205200,205200,243797.3,0,0,0,0
757437,FL,PUTNAM COUNTY,186896.7,186896.7,186896.7,186896.7,186896.7,251020.96,0,0,0,0
663669,FL,PUTNAM COUNTY,0,10171.26,0,0,10171.26,9329.44,0,0,0,0
747742,FL,PUTNAM COUNTY,0,1761477.3,0,1761477.3,1761477.3,2019731.01,0,0,0,0
167170,FL,PUTNAM COUNTY,0,405925.74,0,0,405925.74,550016.39,0,0,0,0
755668,FL,PUTNAM COUNTY,0,501165.72,0,0,501165.72,703271.82,0,0,0,0
220765,FL,PUTNAM COUNTY,0,806005.8,0,806005.8,806005.8,765399.23,0,0,0,0
340423,FL,PUTNAM COUNTY,0,86400,0,86400,86400,106626.07,0,0,0,0
296409,FL,PUTNAM COUNTY,0,86400,0,86400,86400,106030.08,0,0,0,0
622541,FL,PUTNAM COUNTY,0,17437.5,0,17437.5,17437.5,26645.63,0,0,0,0
433965,FL,PUTNAM COUNTY,0,3870,0,3870,3870,5487.42,0,0,0,0
602037,FL,PUTNAM COUNTY,0,990,0,990,990,1269.34,0,0,0,0
112675,FL,PUTNAM COUNTY,0,17437.5,0,17437.5,17437.5,21844.92,0,0,0,0
734077,FL,PUTNAM COUNTY,0,2826,0,2826,2826,3531.09,0,0,0,0
175026,FL,PUTNAM COUNTY,0,36000,0,36000,36000,36951.55,0,0,0,0
726776,FL,PUTNAM COUNTY,0,64800,0,64800,64800,104727.17,0,0,0,0
421862,FL,PUTNAM COUNTY,0,58950,0,58950,58950,82571.27,0,0,0,0
461685,FL,PUTNAM COUNTY,203967,203967,0,0,203967,360507.59,0,0,0,0
398142,FL,PUTNAM COUNTY,0,298861.88,0,0,298861.88,271937.12,0,0,0,0
567345,FL,PUTNAM COUNTY,0,185754.16,0,0,185754.16,285140.06,0,0,0,0
104520,FL,PUTNAM COUNTY,0,18391.5,0,0,18391.5,18556.84,0,0,0,0
918562,FL,PUTNAM COUNTY,0,408291.31,0,0,408291.31,548057.6,0,0,0,0
772923,FL,PUTNAM COUNTY,0,58852.8,0,0,58852.8,78503.99,0,0,0,0
213524,FL,PUTNAM COUNTY,0,91957.5,0,0,91957.5,98391.22,0,0,0,0
808555,FL,PUTNAM COUNTY,0,22989.38,0,0,22989.38,23148.65,0,0,0,0
790581,FL,PUTNAM COUNTY,0,496570.52,0,0,496570.52,665381.65,0,0,0,0
433048,FL,PUTNAM COUNTY,0,927851.2,0,0,927851.2,937872,0,0,0,0
286938,FL,PUTNAM COUNTY,0,45978.75,0,0,45978.75,65011.56,0,0,0,0
951072,FL,PUTNAM COUNTY,0,45978.75,0,0,45978.75,52948.39,0,0,0,0
840638,FL,PUTNAM COUNTY,0,22989.38,0,0,22989.38,23442.27,0,0,0,0
164554,FL,PUTNAM COUNTY,0,32348.81,0,0,32348.81,42692.67,0,0,0,0
761176,FL,PUTNAM COUNTY,0,95635.8,0,0,95635.8,84004.96,0,0,0,0
342057,FL,PUTNAM COUNTY,0,26667.68,0,0,26667.68,20397.52,0,0,0,0
500699,FL,PUTNAM COUNTY,0,42300.45,0,0,42300.45,42434.46,0,0,0,0
144162,FL,PUTNAM COUNTY,0,22069.8,0,0,22069.8,19820.71,0,0,0,0
838308,FL,PUTNAM COUNTY,0,70807.28,0,0,70807.28,55048.69,0,0,0,0
152466,FL,PUTNAM COUNTY,0,177229.7,0,0,177229.7,217779.85,0,0,0,0
718667,FL,PUTNAM COUNTY,0,480469.68,0,0,480469.68,684669.29,0,0,0,0
843462,FL,PUTNAM COUNTY,0,41380.88,0,0,41380.88,40106.76,0,0,0,0
694205,FL,PUTNAM COUNTY,0,168282.23,0,0,168282.23,243756.98,0,0,0,0
586966,FL,PUTNAM COUNTY,0,190352.03,0,0,190352.03,188455.36,0,0,0,0
407937,FL,PUTNAM COUNTY,0,95635.8,0,0,95635.8,119726.46,0,0,0,0
135483,FL,PUTNAM COUNTY,0,171684.66,0,0,171684.66,263478.95,0,0,0,0
953453,FL,PUTNAM COUNTY,0,29426.4,0,0,29426.4,24578.9,0,0,0,0
968046,FL,PUTNAM COUNTY,0,1379362.54,0,0,1379362.54,2349767.54,0,0,0,0
327942,FL,PUTNAM COUNTY,0,393578.11,0,0,393578.11,469696.12,0,0,0,0
316579,FL,PUTNAM COUNTY,0,733910.99,0,0,733910.99,799598.96,0,0,0,0
120138,FL,PUTNAM COUNTY,0,1146710.06,0,0,1146710.06,1507896.21,0,0,0,0
602660,FL,PUTNAM COUNTY,0,102826.88,0,0,102826.88,81594.36,0,0,0,0
320882,FL,PUTNAM COUNTY,0,1077996.97,0,0,1077996.97,1397989.59,0,0,0,0
897337,FL,PUTNAM COUNTY,0,549440.12,0,0,549440.12,806127.55,0,0,0,0
256496,FL,PUTNAM COUNTY,2478681,2478681,2478681,2478681,2478681,2041639.97,0,0,0,0
212427,FL,PUTNAM COUNTY,0,6666685.31,0,0,6666685.31,6647698.59,0,0,0,0
452606,FL,PUTNAM COUNTY,0,336679.17,0,0,336679.17,429063.94,0,0,0,0
778202,FL,PUTNAM COUNTY,0,1795622.26,0,0,1795622.26,2197437.63,0,0,0,0
824106,FL,PUTNAM COUNTY,0,1558375.67,0,0,1558375.67,1519659.38,0,0,0,0
466187,FL,PUTNAM COUNTY,0,249007.92,0,0,249007.92,390328.87,0,0,0,0
722185,FL,PUTNAM COUNTY,0,7594.36,0,0,7594.36,6676.29,0,0,0,0
366703,FL,PUTNAM COUNTY,0,149750.41,0,0,149750.41,246668.87,0,0,0,0
165387,FL,PUTNAM COUNTY,0,183683.18,0,0,183683.18,199054.52,0,0,0,0
186827,FL,PUTNAM COUNTY,0,183683.18,0,0,183683.18,178613.52,0,0,0,0
195618,FL,PUTNAM COUNTY,0,149750.41,0,0,149750.41,232769.64,0,0,0,0
254168,FL,PUTNAM COUNTY,0,183683.18,0,0,183683.18,292276.67,0,0,0,0
366391,FL,PUTNAM COUNTY,0,183683.18,0,0,183683.18,298889.27,0,0,0,0
958924,FL,PUTNAM COUNTY,0,149750.41,0,0,149750.41,162668.48,0,0,0,0
149130,FL,PUTNAM COUNTY,0,149750.41,0,0,149750.41,227051.57,0,0,0,0
419661,FL,PUTNAM COUNTY,0,149106.23,0,0,149106.23,214398.95,0,0,0,0
580558,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,100056.81,0,0,0,0
725030,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,166748.17,0,0,0,0
510264,FL,PUTNAM COUNTY,0,149106.23,0,0,149106.23,126816.64,0,0,0,0
690281,FL,PUTNAM COUNTY,0,123900.18,0,0,123900.18,133691.76,0,0,0,0
153307,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,90395.9,0,0,0,0
139404,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,88636.21,0,0,0,0
369596,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,171993.34,0,0,0,0
457400,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,112411.56,0,0,0,0
948366,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,126895.98,0,0,0,0
789551,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,132485.06,0,0,0,0
686031,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,133892.81,0,0,0,0
387678,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,171087.86,0,0,0,0
802100,FL,PUTNAM COUNTY,0,149750.41,0,0,149750.41,137226.78,0,0,0,0
711864,FL,PUTNAM COUNTY,0,149106.23,0,0,149106.23,126703.02,0,0,0,0
600326,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,121950.82,0,0,0,0
558889,FL,PUTNAM COUNTY,0,149750.41,0,0,149750.41,147378.66,0,0,0,0
845140,FL,PUTNAM COUNTY,0,149750.41,0,0,149750.41,173554.13,0,0,0,0
920836,FL,PUTNAM COUNTY,0,108622.8,0,0,108622.8,151778.42,0,0,0,0
719430,FL,PUTNAM COUNTY,0,149380.06,0,0,149380.06,233265.93,0,0,0,0
934454,FL,PUTNAM COUNTY,0,149380.06,0,0,149380.06,110586.66,0,0,0,0
868012,FL,PUTNAM COUNTY,0,149380.06,0,0,149380.06,189222.71,0,0,0,0
246333,FL,PUTNAM COUNTY,0,149380.06,0,0,149380.06,131551.55,0,0,0,0
731771,FL,PUTNAM COUNTY,0,149380.06,0,0,149380.06,160785.23,0,0,0,0
253166,FL,PUTNAM COUNTY,0,158840.74,0,0,158840.74,155905.05,0,0,0,0
667946,FL,PUTNAM COUNTY,0,158840.74,0,0,158840.74,180854.8,0,0,0,0
793474,FL,PUTNAM COUNTY,0,149380.06,0,0,149380.06,211436.12,0,0,0,0
633596,FL,PUTNAM COUNTY,0,158840.74,0,0,158840.74,232453.26,0,0,0,0
717023,FL,PUTNAM COUNTY,0,103795.94,0,0,103795.94,175631.46,0,0,0,0
983699,FL,PUTNAM COUNTY,0,103795.94,0,0,103795.94,164318.11,0,0,0,0
114645,FL,PUTNAM COUNTY,0,149380.06,0,0,149380.06,255547.46,0,0,0,0
556597,FL,PUTNAM COUNTY,0,103795.94,0,0,103795.94,93344.11,0,0,0,0
893888,FL,PUTNAM COUNTY,0,103795.94,0,0,103795.94,91995.59,0,0,0,0
700728,FL,PUTNAM COUNTY,0,106318.79,0,0,106318.79,86764.64,0,0,0,0
699131,FL,PUTNAM COUNTY,0,135538.06,0,0,135538.06,132481,0,0,0,0
753170,FL,PUTNAM COUNTY,0,135538.06,0,0,135538.06,139050.66,0,0,0,0
425028,FL,PUTNAM COUNTY,0,106318.79,0,0,106318.79,144071.53,0,0,0,0
790428,FL,PUTNAM COUNTY,0,135538.06,0,0,135538.06,221849.5,0,0,0,0
811636,FL,PUTNAM COUNTY,0,208956.56,0,0,208956.56,162986.12,0,0,0,0
611934,FL,PUTNAM COUNTY,0,224890.46,0,0,224890.46,406523.25,0,0,0,0
637270,FL,PUTNAM COUNTY,0,16462.49,0,0,16462.49,19231.91,0,0,0,0
651817,FL,PUTNAM COUNTY,0,141482.69,0,0,141482.69,168967.68,0,0,0,0
422181,FL,PUTNAM COUNTY,0,94863.85,0,0,94863.85,74572.09,0,0,0,0
665319,FL,PUTNAM COUNTY,0,111843.7,0,0,111843.7,158421.01,0,0,0,0
639782,FL,PUTNAM COUNTY,0,94863.85,0,0,94863.85,154454.66,0,0,0,0
746587,FL,PUTNAM COUNTY,0,94863.85,0,0,94863.85,147864.28,0,0,0,0
776621,FL,PUTNAM COUNTY,0,94863.85,0,0,94863.85,130722.38,0,0,0,0
896823,FL,PUTNAM COUNTY,0,170983.64,0,0,170983.64,146768.08,0,0,0,0
413367,FL,PUTNAM COUNTY,0,111697.8,0,0,111697.8,111653.13,0,0,0,0
528932,FL,PUTNAM COUNTY,0,111697.8,0,0,111697.8,121277.01,0,0,0,0
116190,FL,PUTNAM COUNTY,0,111697.8,0,0,111697.8,113699.21,0,0,0,0
269195,FL,PUTNAM COUNTY,0,149669.6,0,0,149669.6,173921.32,0,0,0,0
518592,FL,PUTNAM COUNTY,0,149669.6,0,0,149669.6,202184.93,0,0,0,0
731173,FL,PUTNAM COUNTY,0,37142.45,0,0,37142.45,33490.6,0,0,0,0
986389,FL,PUTNAM COUNTY,0,163849.41,0,0,163849.41,232378.11,0,0,0,0
969190,FL,PUTNAM COUNTY,0,163849.41,0,0,163849.41,164825.95,0,0,0,0
337731,FL,PUTNAM COUNTY,0,163849.41,0,0,163849.41,209119.03,0,0,0,0
883874,FL,PUTNAM COUNTY,0,163849.41,0,0,163849.41,219710.26,0,0,0,0
486803,FL,PUTNAM COUNTY,0,163849.41,0,0,163849.41,214605.04,0,0,0,0
606038,FL,PUTNAM COUNTY,0,163849.41,0,0,163849.41,216483.74,0,0,0,0
861030,FL,PUTNAM COUNTY,0,163849.41,0,0,163849.41,211811.41,0,0,0,0
728023,FL,PUTNAM COUNTY,0,163849.41,0,0,163849.41,122983.07,0,0,0,0
897882,FL,MARION COUNTY,400212,400212,400212,400212,400212,387007.01,0,0,0,0
335532,FL,MARION COUNTY,114300,114300,114300,114300,114300,124851.6,0,0,0,0
560335,FL,MARION COUNTY,58670.1,58670.1,58670.1,58670.1,58670.1,91277.53,0,0,0,0
973846,FL,MARION COUNTY,52252.2,52252.2,52252.2,52252.2,52252.2,38709.16,0,0,0,0
987432,FL,MARION COUNTY,1102358.7,1102358.7,0,0,1102358.7,1255432.23,0,0,0,0
404334,FL,MARION COUNTY,924120,924120,924120,924120,924120,1023647.72,0,46206,0,0
887112,FL,MARION COUNTY,0,18714.87,0,0,18714.87,26220.44,0,0,0,0
424987,FL,MARION COUNTY,0,10217.09,0,0,10217.09,11637.67,0,0,0,0
282987,FL,MARION COUNTY,0,10217.09,0,0,10217.09,16687.59,0,0,0,0
500286,FL,MARION COUNTY,0,93703.43,0,0,93703.43,102549.03,0,0,0,0
968794,FL,MARION COUNTY,0,28150.87,0,0,28150.87,40661.73,0,0,0,0
287417,FL,MARION COUNTY,0,4555.27,0,0,4555.27,4993.49,0,0,0,0
960682,FL,MARION COUNTY,0,8693.06,0,0,8693.06,9947.73,0,0,0,0
847731,FL,MARION COUNTY,0,60178.04,0,0,60178.04,55112.49,0,0,0,0
532586,FL,MARION COUNTY,0,20334.3,0,0,20334.3,22933.84,0,0,0,0
292311,FL,MARION COUNTY,0,262598.53,0,0,262598.53,307804.34,0,0,0,0
235460,FL,MARION COUNTY,0,19298.45,0,0,19298.45,25806.27,0,0,0,0
349312,FL,MARION COUNTY,0,42456.37,0,0,42456.37,68339.89,0,0,0,0
262622,FL,MARION COUNTY,0,42456.37,0,0,42456.37,64018.77,0,0,0,0
755177,FL,MARION COUNTY,0,42456.37,0,0,42456.37,59201.41,0,0,0,0
532414,FL,MARION COUNTY,0,57895.35,0,0,57895.35,46200.49,0,0,0,0
210726,FL,MARION COUNTY,0,58918.86,0,0,58918.86,56365.55,0,0,0,0
633881,FL,MARION COUNTY,0,35351.31,0,0,35351.31,30997.16,0,0,0,0
963319,FL,MARION COUNTY,0,82486.4,0,0,82486.4,126047.13,0,0,0,0
452489,FL,MARION COUNTY,0,113817.76,0,0,113817.76,172761.7,0,0,0,0
744343,FL,MARION COUNTY,0,15150.56,0,0,15150.56,18083.48,0,0,0,0
278402,FL,MARION COUNTY,0,6303.76,0,0,6303.76,7739.74,0,0,0,0
942613,FL,MARION COUNTY,0,158220,0,158220,158220,150278.31,0,7911,0,900
453278,FL,MARION COUNTY,0,83610,0,83610,83610,122087.32,0,4180.5,0,900
526027,FL,VOLUSIA COUNTY,0,367452,0,0,367452,507083.76,0,18372.6,0,0
142888,FL,VOLUSIA COUNTY,0,517392,0,0,517392,727427.28,0,25869.6,0,0
408741,FL,VOLUSIA COUNTY,0,779022,0,0,779022,815355.59,0,38951.1,0,0
530623,FL,VOLUSIA COUNTY,0,929457,0,0,929457,1526250.19,0,0,0,0
596770,FL,VOLUSIA COUNTY,0,990432,0,0,990432,927044.35,0,49521.6,0,0
501751,FL,VOLUSIA COUNTY,0,101286,0,0,101286,148157.11,0,5064.3,0,0
859098,FL,VOLUSIA COUNTY,0,2236914,0,0,2236914,1878130.89,0,111845.7,0,0
385711,FL,VOLUSIA COUNTY,0,2284965,0,0,2284965,1567942.98,0,0,0,0
835721,FL,VOLUSIA COUNTY,0,170595,0,0,170595,163272.38,0,0,0,0
819511,FL,VOLUSIA COUNTY,0,1767357,0,0,1767357,2076997.95,0,0,0,0
448836,FL,VOLUSIA COUNTY,0,0,129899.7,0,129899.7,108144.62,0,0,0,0
519469,FL,PUTNAM COUNTY,0,127129.15,0,0,127129.15,164622.08,0,0,0,0
641453,FL,PUTNAM COUNTY,0,34232.13,0,0,34232.13,57939.86,0,0,0,0
146663,FL,PUTNAM COUNTY,0,5053.9,0,0,5053.9,5900.39,0,0,0,0
141174,FL,PUTNAM COUNTY,0,5210.21,0,0,5210.21,6725.59,0,0,0,0
652748,FL,PUTNAM COUNTY,0,20840.84,0,0,20840.84,19244.44,0,0,0,0
126465,FL,PUTNAM COUNTY,0,165812.06,0,0,165812.06,240934.87,0,0,0,0
685449,FL,PUTNAM COUNTY,0,72947.15,0,0,72947.15,66093.62,0,0,0,0
243614,FL,PUTNAM COUNTY,209447.1,209447.1,0,0,209447.1,253410.05,0,0,0,0
343488,FL,PUTNAM COUNTY,0,702088.64,0,0,702088.64,858210.69,0,0,0,0
514958,FL,PUTNAM COUNTY,0,706417.75,0,0,706417.75,601867.92,0,0,0,0
469516,FL,VOLUSIA COUNTY,59401.8,59401.8,59401.8,59401.8,59401.8,55660.67,0,0,0,0
619865,FL,VOLUSIA COUNTY,1358270.1,1358270.1,0,0,1358270.1,1613217.4,0,0,0,0
673130,FL,VOLUSIA COUNTY,0,908098.25,0,0,908098.25,1070591.54,0,0,0,0
663647,FL,VOLUSIA COUNTY,0,241791.76,0,0,241791.76,295657.16,0,0,0,0
417480,FL,MARION COUNTY,220905,220905,220905,220905,220905,304000.62,0,0,0,0
647418,FL,MARION COUNTY,0,894668.45,0,0,894668.45,1131263.53,0,0,0,0
929776,FL,PUTNAM COUNTY,222912,222912,222912,222912,222912,233214.99,0,0,0,0
249458,FL,PUTNAM COUNTY,160128,160128,160128,160128,160128,254196.15,0,0,0,0
769761,FL,PUTNAM COUNTY,307215,307215,0,0,307215,411079.48,0,0,0,0
289204,FL,PUTNAM COUNTY,0,10965.6,0,0,10965.6,13609.8,0,0,0,0
243627,FL,PUTNAM COUNTY,0,26397.19,0,0,26397.19,26101.54,0,0,0,0
911789,FL,PUTNAM COUNTY,0,4638.94,0,0,4638.94,7777.94,0,0,0,0
418888,FL,PUTNAM COUNTY,0,26397.19,0,0,26397.19,32778.9,0,0,0,0
919862,FL,PUTNAM COUNTY,0,870.82,0,0,870.82,1507.07,0,0,0,0
547295,FL,PUTNAM COUNTY,0,1611.42,0,0,1611.42,1351.22,0,0,0,0
180891,FL,PUTNAM COUNTY,0,5696.94,0,0,5696.94,8949,0,0,0,0
219673,FL,PUTNAM COUNTY,0,1342.85,0,0,1342.85,2292.79,0,0,0,0
218022,FL,PUTNAM COUNTY,0,1375.4,0,0,1375.4,2089.57,0,0,0,0
906315,FL,PUTNAM COUNTY,0,797.57,0,0,797.57,1220.94,0,0,0,0
473173,FL,PUTNAM COUNTY,0,28484.72,0,0,28484.72,27643.16,0,0,0,0
418513,FL,PUTNAM COUNTY,0,81384.9,0,0,81384.9,122718.01,0,0,0,0
719197,FL,PUTNAM COUNTY,0,36916.19,0,0,36916.19,34929.21,0,0,0,0
544405,FL,PUTNAM COUNTY,0,2539.21,0,0,2539.21,3693.03,0,0,0,0
954587,FL,PUTNAM COUNTY,0,94406.48,0,0,94406.48,91830.7,0,0,0,0
906409,FL,PUTNAM COUNTY,0,5427.36,0,0,5427.36,6177.29,0,0,0,0
688845,FL,PUTNAM COUNTY,0,141029.86,0,0,141029.86,200555.74,0,0,0,0
533415,FL,PUTNAM COUNTY,0,40263.14,0,0,40263.14,56494.67,0,0,0,0
890244,FL,PUTNAM COUNTY,0,3709.12,0,0,3709.12,5447.88,0,0,0,0
261967,FL,PUTNAM COUNTY,0,40805.37,0,0,40805.37,32480.3,0,0,0,0
229301,FL,PUTNAM COUNTY,0,2034.62,0,0,2034.62,2368.1,0,0,0,0
788877,FL,PUTNAM COUNTY,0,40692.45,0,0,40692.45,58527.71,0,0,0,0
192040,FL,PUTNAM COUNTY,0,25432.78,0,0,25432.78,18942.34,0,0,0,0
196882,FL,PUTNAM COUNTY,0,32553.96,0,0,32553.96,32745.64,0,0,0,0
842062,FL,PUTNAM COUNTY,0,20346.23,0,0,20346.23,27296.5,0,0,0,0
983477,FL,PUTNAM COUNTY,0,14575.02,0,0,14575.02,12716.82,0,0,0,0
287991,FL,PUTNAM COUNTY,0,731737.23,0,0,731737.23,515186.92,0,0,0,0
