policyID,propertyID,point_latitude,point_longitude,line,construction,point_granularity
337722,10083,29.631651,-83.124535,Residential,Wood,1
283055,10084,29.636259,-83.122955,Residential,Masonry,1
751834,10085,29.626316,-83.108253,Residential,Wood,4
924989,10086,29.631651,-83.124535,Residential,Wood,1
501302,10087,29.628004,-83.117867,Residential,Wood,1
559660,10088,29.626154,-83.111084,Commercial,Reinforced Masonry,1
920101,10089,29.637653,-83.125084,Residential,Masonry,1
827303,10090,29.6439,-83.1448,Residential,Wood,4
659884,10091,29.639469,-83.129669,Residential,Wood,1
318544,10092,29.657228,-83.122154,Residential,Wood,1
511815,10093,29.630579,-83.132721,Residential,Wood,1
959935,10094,29.6374,-83.126007,Residential,Wood,1
386181,10095,29.048901,-82.461098,Residential,Wood,4
104307,10096,29.7077,-82.3979,Residential,Wood,4
255261,10097,29.59242,-82.08803,Residential,Wood,3
168106,10098,29.50226,-82.09676,Residential,Wood,3
146087,10099,29.5994,-82.0316,Residential,Wood,3
248177,10100,29.59215,-82.087776,Residential,Wood,3
770346,10101,29.728425,-82.14124,Residential,Wood,1
582037,10102,29.59317,-82.09106,Residential,Wood,3
273959,10103,29.59317,-82.09106,Residential,Wood,3
193644,10104,29.59317,-82.09106,Residential,Wood,3
401448,10105,29.59317,-82.09106,Residential,Wood,3
904608,10106,29.623005,-81.975615,Commercial,Reinforced Masonry,3
114088,10107,29.623005,-81.975615,Residential,Masonry,3
629284,10108,29.623005,-81.975615,Residential,Wood,3
890709,10109,29.623005,-81.975615,Residential,Masonry,3
688839,10110,29.623005,-81.975615,Residential,Wood,3
584214,10111,29.623005,-81.975615,Residential,Wood,3
425376,10112,29.623005,-81.975615,Residential,Wood,3
914371,10113,29.623005,-81.975615,Residential,Wood,3
753894,10114,29.623005,-81.975615,Residential,Wood,3
589278,10115,29.623005,-81.975615,Residential,Wood,3
990090,10116,29.623005,-81.975615,Residential,Wood,3
153612,10117,29.623005,-81.975615,Residential,Wood,3
809701,10118,29.623005,-81.975615,Residential,Wood,3
165530,10119,29.623005,-81.975615,Residential,Wood,3
374955,10120,29.623005,-81.975615,Residential,Wood,3
858776,10121,29.623005,-81.975615,Residential,Wood,3
438650,10122,29.644445,-82.09806,Residential,Wood,3
318256,10123,29.644445,-82.09806,Residential,Wood,3
481733,10124,29.644445,-82.09806,Residential,Wood,3
716773,10125,29.644445,-82.09806,Residential,Wood,3
227236,10126,29.644445,-82.09806,Residential,Wood,3
733703,10127,29.644445,-82.09806,Residential,Wood,3
760512,10128,29.644445,-82.09806,Residential,Wood,3
922931,10129,29.51603,-82.08385,Residential,Wood,3
414676,10130,29.5994,-82.0316,Residential,Wood,4
283227,10131,29.480444,-82.159637,Residential,Wood,4
564818,10132,29.590765,-82.084557,Residential,Wood,3
501053,10133,29.590765,-82.084557,Residential,Wood,3
331820,10134,29.590765,-82.084557,Residential,Wood,3
215002,10135,29.58843,-82.08228,Residential,Wood,3
373267,10136,29.597705,-82.103005,Residential,Wood,3
599506,10137,29.596095,-82.07454,Residential,Wood,3
802283,10138,29.5994,-82.0316,Residential,Wood,3
861782,10139,29.58639,-82.08669,Residential,Masonry,3
993403,10140,29.587372,-82.076454,Residential,Wood,1
596719,10141,29.586948,-82.086868,Residential,Wood,3
806052,10142,29.597705,-82.103005,Residential,Wood,3
788553,10143,29.586695,-82.083255,Residential,Wood,4
209469,10144,29.597705,-82.103005,Residential,Wood,3
884605,10145,29.597705,-82.103005,Residential,Wood,3
688889,10146,29.597705,-82.103005,Residential,Wood,3
866154,10147,29.594205,-82.09669,Residential,Wood,3
168204,10148,29.717163,-82.139832,Residential,Masonry,3
773718,10149,29.600594,-82.092873,Residential,Wood,1
138643,10150,29.60033,-82.09277,Residential,Wood,1
722333,10151,29.60028,-82.09201,Residential,Wood,1
724875,10152,29.60008,-82.09277,Residential,Wood,1
773871,10153,29.6001,-82.09325,Residential,Wood,1
214296,10154,29.59912,-82.092,Residential,Wood,1
571225,10155,29.59889,-82.092,Residential,Wood,1
241601,10156,29.59865,-82.092,Residential,Wood,1
735423,10157,29.59858,-82.09247,Residential,Wood,1
881273,10158,29.59857,-82.09277,Residential,Wood,1
714858,10159,29.59826,-82.09324,Residential,Wood,3
120667,10160,29.59809,-82.09247,Residential,Wood,1
269602,10161,29.48749,-82.169868,Residential,Wood,3
478249,10162,29.65957,-82.29943,Residential,Masonry,1
531488,10163,29.5972,-82.217484,Residential,Wood,1
747370,10164,29.661297,-82.305504,Residential,Wood,3
799531,10165,29.661297,-82.305504,Residential,Wood,3
435758,10166,29.661297,-82.305504,Residential,Wood,3
537729,10167,29.661297,-82.305504,Residential,Wood,3
568044,10168,29.661297,-82.305504,Residential,Masonry,3
872479,10169,29.661297,-82.305504,Residential,Masonry,3
330458,10170,29.661297,-82.305504,Residential,Wood,3
665134,10171,29.661297,-82.305504,Residential,Wood,3
173110,10172,29.661297,-82.305504,Residential,Wood,3
384225,10173,29.66064,-82.29745,Residential,Masonry,1
729334,10174,29.66064,-82.29745,Residential,Wood,1
517870,10175,29.66064,-82.29745,Residential,Wood,1
213566,10176,29.66064,-82.29745,Residential,Wood,1
695321,10177,29.66064,-82.29745,Residential,Wood,1
480664,10178,29.66064,-82.29745,Residential,Wood,1
608422,10179,29.66064,-82.29745,Residential,Wood,1
936648,10180,29.66064,-82.29745,Residential,Wood,1
110174,10181,29.66064,-82.29745,Residential,Wood,1
378971,10182,29.66064,-82.29745,Residential,Wood,1
155111,10183,29.66064,-82.29745,Residential,Wood,1
141199,10184,29.66064,-82.29745,Residential,Wood,1
324939,10185,29.66064,-82.29745,Residential,Wood,1
579360,10186,29.66064,-82.29745,Residential,Wood,1
946484,10187,29.635395,-82.269936,Commercial,Reinforced Masonry,3
490596,10188,29.635395,-82.269936,Commercial,Reinforced Masonry,3
984466,10189,29.635395,-82.269936,Residential,Wood,3
694369,10190,29.635395,-82.269936,Residential,Wood,3
490831,10191,29.635395,-82.269936,Residential,Wood,3
929540,10192,29.635395,-82.269936,Residential,Wood,3
264647,10193,29.635395,-82.269936,Residential,Wood,3
931364,10194,29.635395,-82.269936,Residential,Wood,3
237017,10195,29.635395,-82.269936,Residential,Wood,3
656546,10196,29.635395,-82.269936,Residential,Wood,3
951004,10197,29.635395,-82.269936,Residential,Wood,3
819861,10198,29.635395,-82.269936,Residential,Wood,3
473686,10199,29.635395,-82.269936,Residential,Wood,3
637651,10200,29.635395,-82.269936,Residential,Wood,3
688438,10201,29.635395,-82.269936,Residential,Wood,3
484767,10202,29.635395,-82.269936,Residential,Wood,3
266479,10203,29.635395,-82.269936,Residential,Wood,3
758229,10204,29.635395,-82.269936,Residential,Wood,3
286882,10205,29.635395,-82.269936,Residential,Wood,3
721224,10206,29.635395,-82.269936,Residential,Wood,3
357526,10207,29.635395,-82.269936,Residential,Wood,3
471283,10208,29.659225,-82.286903,Residential,Wood,1
843111,10209,29.659225,-82.286903,Residential,Wood,1
387071,10210,29.659225,-82.286903,Residential,Wood,1
640343,10211,29.659225,-82.286903,Residential,Wood,1
582060,10212,29.659225,-82.286903,Residential,Masonry,1
820364,10213,29.659225,-82.286903,Residential,Wood,1
625958,10214,29.659225,-82.286903,Residential,Wood,1
201427,10215,29.659225,-82.286903,Residential,Wood,1
253466,10216,29.64515,-82.31001,Commercial,Reinforced Masonry,1
598335,10217,29.64515,-82.31001,Commercial,Reinforced Masonry,1
944896,10218,29.64515,-82.31001,Residential,Wood,1
346388,10219,29.64515,-82.31001,Residential,Wood,1
605170,10220,29.64515,-82.31001,Residential,Wood,1
269438,10221,29.64515,-82.31001,Residential,Wood,1
433895,10222,29.64515,-82.31001,Residential,Wood,1
765606,10223,29.64515,-82.31001,Residential,Wood,1
682863,10224,29.64515,-82.31001,Residential,Wood,1
291804,10225,29.64515,-82.31001,Residential,Wood,1
220809,10226,29.64515,-82.31001,Residential,Wood,1
498368,10227,29.64515,-82.31001,Residential,Wood,1
262743,10228,29.64515,-82.31001,Residential,Wood,1
712339,10229,29.64822,-82.271027,Residential,Masonry,1
324913,10230,29.64822,-82.271027,Residential,Masonry,1
415217,10231,29.64822,-82.271027,Residential,Wood,1
503903,10232,29.64822,-82.271027,Residential,Wood,1
552955,10233,29.64822,-82.271027,Residential,Wood,1
464818,10234,29.64822,-82.271027,Residential,Wood,1
600018,10235,29.64822,-82.271027,Residential,Wood,1
302222,10236,29.64822,-82.271027,Residential,Wood,1
420605,10237,29.64822,-82.271027,Residential,Wood,1
301045,10238,29.64822,-82.271027,Residential,Wood,1
259906,10239,29.64822,-82.271027,Residential,Wood,1
221378,10240,29.64822,-82.271027,Residential,Wood,1
150874,10241,29.64822,-82.271027,Residential,Wood,1
368266,10242,29.64822,-82.271027,Residential,Wood,1
121963,10243,29.64273,-82.3083,Commercial,Reinforced Concrete,3
318296,10244,29.64273,-82.3083,Residential,Wood,3
500078,10245,29.64273,-82.3083,Residential,Wood,3
201284,10246,29.64273,-82.3083,Residential,Wood,3
126900,10247,29.64273,-82.3083,Residential,Wood,3
504747,10248,29.64273,-82.3083,Residential,Wood,3
142216,10249,29.64273,-82.3083,Residential,Wood,3
654171,10250,29.64273,-82.3083,Residential,Wood,3
207069,10251,29.64273,-82.3083,Residential,Wood,3
305813,10252,29.64273,-82.3083,Residential,Wood,3
252986,10253,29.64273,-82.3083,Residential,Wood,3
587738,10254,29.64273,-82.3083,Residential,Wood,3
559257,10255,29.64273,-82.3083,Residential,Wood,3
630829,10256,29.64273,-82.3083,Residential,Wood,3
170435,10257,29.64273,-82.3083,Residential,Wood,3
446110,10258,29.64273,-82.3083,Residential,Wood,3
126764,10259,29.64273,-82.3083,Residential,Wood,3
699614,10260,29.64273,-82.3083,Residential,Wood,3
651695,10261,29.651899,-82.301277,Residential,Masonry,3
388933,10262,29.651899,-82.301277,Residential,Wood,3
495236,10263,29.651899,-82.301277,Residential,Wood,3
482055,10264,29.651899,-82.301277,Residential,Wood,3
659171,10265,29.651899,-82.301277,Residential,Masonry,3
725260,10266,29.651899,-82.301277,Residential,Wood,3
831292,10267,29.651899,-82.301277,Residential,Wood,3
864086,10268,29.651899,-82.301277,Residential,Wood,3
518164,10269,29.651899,-82.301277,Residential,Wood,3
480208,10270,29.651899,-82.301277,Residential,Wood,3
136434,10271,29.651899,-82.301277,Residential,Wood,3
305521,10272,29.651899,-82.301277,Residential,Wood,3
661198,10273,29.651899,-82.301277,Residential,Wood,3
543851,10274,29.651899,-82.301277,Residential,Wood,3
267867,10275,29.651899,-82.301277,Residential,Wood,3
457985,10276,29.651899,-82.301277,Residential,Wood,3
168548,10277,29.65073,-82.3023,Residential,Masonry,1
185865,10278,29.6569,-82.28517,Residential,Masonry,3
301194,10279,29.6569,-82.28517,Residential,Wood,3
976776,10280,29.6569,-82.28517,Residential,Wood,3
152276,10281,29.6569,-82.28517,Residential,Wood,3
871875,10282,29.6569,-82.28517,Residential,Wood,3
924057,10283,29.6569,-82.28517,Residential,Wood,3
446667,10284,29.6569,-82.28517,Residential,Wood,3
953842,10285,29.6569,-82.28517,Commercial,Reinforced Masonry,3
588692,10286,29.6569,-82.28517,Residential,Wood,3
313609,10287,29.6569,-82.28517,Residential,Wood,3
166937,10288,29.6569,-82.28517,Residential,Wood,3
659005,10289,29.6569,-82.28517,Residential,Wood,3
133729,10290,29.6569,-82.28517,Residential,Wood,3
511474,10291,29.6569,-82.28517,Residential,Wood,3
697765,10292,29.645916,-82.295692,Residential,Wood,1
954416,10293,29.617895,-82.25563,Residential,Wood,1
838781,10294,29.628525,-82.304865,Residential,Wood,3
218842,10295,29.641306,-82.289238,Commercial,Reinforced Masonry,1
571395,10296,29.650955,-82.293305,Commercial,Reinforced Masonry,3
301366,10297,29.813396,-82.565338,Commercial,Reinforced Masonry,1
387968,10298,29.83288,-82.60976,Residential,Masonry,3
724440,10299,29.812665,-82.564365,Residential,Wood,1
581637,10300,29.812665,-82.564365,Residential,Wood,1
185905,10301,29.812665,-82.564365,Residential,Wood,1
477964,10302,29.8131,-82.56094,Residential,Wood,1
361719,10303,29.835442,-82.591858,Residential,Wood,1
741020,10304,29.835442,-82.591858,Residential,Masonry,1
501178,10305,29.835442,-82.591858,Residential,Wood,1
465335,10306,29.835442,-82.591858,Residential,Wood,1
546320,10307,29.835442,-82.591858,Residential,Masonry,1
439420,10308,29.835442,-82.591858,Residential,Masonry,1
864039,10309,29.835442,-82.591858,Residential,Wood,1
300236,10310,29.835442,-82.591858,Residential,Wood,1
701602,10311,29.835442,-82.591858,Residential,Wood,1
362064,10312,29.835442,-82.591858,Residential,Wood,1
260827,10313,29.835442,-82.591858,Residential,Wood,1
685917,10314,29.835442,-82.591858,Residential,Wood,1
136694,10315,29.835442,-82.591858,Residential,Wood,1
542241,10316,29.835442,-82.591858,Residential,Wood,1
206988,10317,29.835442,-82.591858,Residential,Wood,1
899207,10318,29.835442,-82.591858,Residential,Wood,1
698395,10319,29.835442,-82.591858,Residential,Wood,1
972134,10320,29.835442,-82.591858,Residential,Wood,1
936616,10321,29.835442,-82.591858,Residential,Wood,1
129496,10322,29.835442,-82.591858,Residential,Wood,1
976139,10323,29.835442,-82.591858,Residential,Wood,1
251860,10324,29.835442,-82.591858,Residential,Wood,1
540333,10325,29.835442,-82.591858,Residential,Wood,1
542421,10326,29.835442,-82.591858,Residential,Wood,1
433804,10327,29.835442,-82.591858,Residential,Wood,1
770274,10328,29.821555,-82.608055,Residential,Wood,3
415424,10329,29.821555,-82.608055,Residential,Wood,3
771709,10330,29.83473,-82.59823,Residential,Masonry,1
285787,10331,29.840343,-82.603157,Residential,Masonry,4
815920,10332,29.8332,-82.59805,Residential,Masonry,1
791792,10333,29.834217,-82.613625,Residential,Masonry,3
828529,10334,29.833729,-82.597923,Residential,Masonry,1
127522,10335,29.826138,-82.59877,Residential,Wood,1
460976,10336,29.82463,-82.5978,Residential,Masonry,3
616700,10337,29.81712,-82.574715,Residential,Masonry,3
656210,10338,29.8332,-82.59805,Residential,Wood,1
418722,10339,29.832016,-82.608147,Residential,Wood,3
532196,10340,29.82463,-82.5978,Residential,Wood,3
167286,10341,29.79679,-82.62049,Residential,Wood,3
536834,10342,29.79679,-82.62049,Residential,Wood,3
694034,10343,29.79679,-82.62049,Residential,Masonry,3
557119,10344,29.79679,-82.62049,Residential,Wood,3
594214,10345,29.79679,-82.62049,Residential,Wood,3
106447,10346,29.83628,-82.58826,Residential,Wood,4
284125,10347,29.825,-82.6113,Residential,Wood,3
655202,10348,29.825,-82.6113,Residential,Wood,3
956632,10349,29.825,-82.6113,Residential,Wood,4
646935,10350,29.501989,-83.269386,Residential,Masonry,4
805105,10351,29.501989,-83.269386,Residential,Wood,4
747568,10352,29.44146,-83.286965,Residential,Wood,3
535709,10353,29.44146,-83.286965,Residential,Wood,3
581041,10354,29.70326,-82.392235,Commercial,Reinforced Masonry,1
660667,10355,29.70603,-82.38325,Residential,Wood,1
233865,10356,29.70776,-82.38713,Commercial,Reinforced Masonry,1
212800,10357,29.70776,-82.38713,Residential,Wood,1
408901,10358,29.70776,-82.38713,Residential,Wood,1
296771,10359,29.70776,-82.38713,Residential,Wood,1
138288,10360,29.70776,-82.38713,Residential,Wood,1
750982,10361,29.70776,-82.38713,Residential,Wood,1
905318,10362,29.70776,-82.38713,Residential,Wood,1
662289,10363,29.70776,-82.38713,Residential,Wood,1
764386,10364,29.70776,-82.38713,Residential,Wood,1
424964,10365,29.70776,-82.38713,Residential,Wood,1
306022,10366,29.70776,-82.38713,Residential,Wood,1
431081,10367,29.70776,-82.38713,Residential,Wood,1
519923,10368,29.70776,-82.38713,Residential,Wood,1
823053,10369,29.70776,-82.38713,Residential,Wood,1
646658,10370,29.70776,-82.38713,Residential,Wood,1
268806,10371,29.70776,-82.38713,Residential,Wood,1
576903,10372,29.70776,-82.38713,Residential,Wood,1
120617,10373,29.72192,-82.36223,Residential,Masonry,1
739346,10374,29.75531,-82.408928,Residential,Masonry,1
176905,10375,29.70326,-82.392303,Residential,Masonry,1
881403,10376,29.7735,-82.05159,Residential,Wood,1
890018,10377,29.77768,-82.03666,Residential,Wood,3
298166,10378,29.791618,-82.041122,Residential,Masonry,3
201251,10379,29.78927,-82.04357,Residential,Wood,3
484359,10380,29.780254,-82.030495,Residential,Wood,1
230940,10381,29.779951,-82.030373,Residential,Wood,1
672013,10382,29.782179,-82.026207,Residential,Wood,1
315790,10383,29.787697,-82.032242,Residential,Wood,1
323040,10384,29.777412,-82.037407,Residential,Wood,1
858397,10385,29.8031,-81.9908,Residential,Wood,3
413161,10386,29.8031,-81.9908,Residential,Wood,4
506347,10387,29.78656,-82.02828,Residential,Masonry,1
767514,10388,29.81117,-81.9945,Residential,Wood,1
632481,10389,29.81117,-81.9945,Residential,Wood,1
703886,10390,29.81117,-81.9945,Residential,Wood,1
992295,10391,29.76306,-81.99179,Residential,Wood,1
662150,10392,29.814301,-81.922302,Residential,Wood,1
810240,10393,29.8457,-82.405,Residential,Wood,4
570805,10394,29.449451,-82.221313,Residential,Wood,3
426375,10395,29.447793,-82.215956,Residential,Wood,1
847430,10396,29.44881,-82.219822,Residential,Wood,1
729735,10397,29.7119,-82.049975,Residential,Wood,3
361660,10398,29.7119,-82.049975,Residential,Wood,3
305757,10399,29.7301,-82.0024,Residential,Masonry,4
106478,10400,29.456469,-82.307671,Residential,Wood,3
876369,10401,29.50448,-82.284575,Residential,Wood,1
586559,10402,29.50448,-82.284575,Residential,Wood,1
751981,10403,29.456491,-82.307838,Residential,Wood,3
726513,10404,29.508509,-82.279488,Residential,Wood,1
446471,10405,29.508509,-82.279488,Residential,Wood,1
711093,10406,29.508375,-82.279488,Residential,Wood,1
343094,10407,29.4905,-82.2805,Residential,Masonry,4
638391,10408,29.4905,-82.2805,Residential,Wood,1
235507,10409,29.4905,-82.2805,Residential,Wood,4
698136,10410,29.2843,-82.684235,Residential,Masonry,4
876161,10411,29.65852,-82.604713,Residential,Masonry,3
539269,10412,29.6463,-82.5755,Commercial,Reinforced Masonry,4
132747,10413,29.64587,-82.60494,Residential,Wood,1
277402,10414,29.67127,-82.52002,Residential,Wood,1
896805,10415,29.63785,-82.61352,Residential,Masonry,3
273019,10416,29.63785,-82.61352,Residential,Wood,3
768471,10417,29.63785,-82.61352,Residential,Wood,3
633213,10418,29.63785,-82.61352,Residential,Wood,3
453462,10419,29.63785,-82.61352,Residential,Wood,3
274159,10420,29.63785,-82.61352,Residential,Wood,3
429609,10421,29.63785,-82.61352,Residential,Wood,3
869566,10422,29.64186,-82.61538,Commercial,Reinforced Masonry,1
333942,10423,29.64186,-82.61538,Residential,Wood,1
387575,10424,29.64186,-82.61538,Residential,Masonry,1
290904,10425,29.64186,-82.61538,Residential,Masonry,1
972222,10426,29.64186,-82.61538,Residential,Wood,1
879685,10427,29.64186,-82.61538,Residential,Wood,1
953191,10428,29.64186,-82.61538,Residential,Wood,1
521304,10429,29.64186,-82.61538,Residential,Wood,1
830680,10430,29.64186,-82.61538,Residential,Wood,1
439619,10431,29.64186,-82.61538,Residential,Wood,1
104374,10432,29.64186,-82.61538,Residential,Wood,1
837140,10433,29.64186,-82.61538,Residential,Wood,1
903742,10434,29.64186,-82.61538,Residential,Wood,1
518796,10435,29.64186,-82.61538,Residential,Wood,1
710822,10436,29.64186,-82.61538,Residential,Wood,1
870208,10437,29.64186,-82.61538,Residential,Wood,1
481611,10438,29.64186,-82.61538,Residential,Wood,1
176635,10439,29.64186,-82.61538,Residential,Wood,1
410016,10440,29.64186,-82.61538,Residential,Wood,1
620223,10441,29.64186,-82.61538,Residential,Wood,1
543942,10442,29.64186,-82.61538,Residential,Wood,1
819173,10443,29.64186,-82.61538,Residential,Wood,1
393536,10444,29.64186,-82.61538,Residential,Wood,1
381133,10445,29.64186,-82.61538,Residential,Wood,1
868538,10446,29.64186,-82.61538,Residential,Wood,1
786415,10447,29.64186,-82.61538,Residential,Wood,1
664665,10448,29.64186,-82.61538,Residential,Wood,1
459492,10449,29.64186,-82.61538,Residential,Wood,1
928371,10450,29.64186,-82.61538,Residential,Wood,1
776180,10451,29.641392,-82.606598,Commercial,Reinforced Masonry,1
625662,10452,29.641392,-82.606598,Residential,Wood,1
645413,10453,29.641392,-82.606598,Residential,Wood,1
592202,10454,29.641392,-82.606598,Residential,Wood,1
330131,10455,29.641392,-82.606598,Residential,Masonry,1
349576,10456,29.641392,-82.606598,Residential,Wood,1
193853,10457,29.641392,-82.606598,Residential,Wood,1
856637,10458,29.641392,-82.606598,Residential,Wood,1
574062,10459,29.641392,-82.606598,Residential,Wood,1
565871,10460,29.641392,-82.606598,Residential,Wood,1
520968,10461,29.641392,-82.606598,Residential,Wood,1
780794,10462,29.641392,-82.606598,Residential,Wood,1
412864,10463,29.641392,-82.606598,Residential,Wood,1
139123,10464,29.641392,-82.606598,Residential,Wood,1
700522,10465,29.641392,-82.606598,Residential,Wood,1
816239,10466,29.641392,-82.606598,Residential,Wood,1
430786,10467,29.64911,-82.482285,Residential,Wood,1
783574,10468,29.6463,-82.5755,Residential,Wood,4
773306,10469,29.654808,-82.499428,Commercial,Reinforced Concrete,1
907794,10470,29.65382,-82.61385,Residential,Wood,1
448405,10471,29.65381,-82.61411,Residential,Wood,1
634073,10472,29.65284,-82.6142,Residential,Wood,1
725495,10473,29.6531,-82.61432,Residential,Wood,1
617731,10474,29.65267,-82.61468,Residential,Wood,1
423691,10475,29.65339,-82.61458,Residential,Wood,1
885786,10476,29.65313,-82.61463,Residential,Wood,1
662352,10477,29.6523,-82.61318,Residential,Wood,3
472175,10478,29.65247,-82.61324,Residential,Wood,3
711972,10479,29.65243,-82.61372,Residential,Wood,3
570139,10480,29.65299,-82.61396,Residential,Wood,3
689910,10481,29.6537,-82.61367,Residential,Wood,3
818955,10482,29.266564,-82.152112,Residential,Masonry,4
141014,10483,29.601852,-82.985855,Residential,Wood,1
744296,10484,29.590731,-82.974892,Residential,Wood,1
310528,10485,29.77993,-82.97044,Residential,Wood,3
553445,10486,29.34138,-83.13288,Residential,Wood,1
643885,10487,29.606121,-82.982208,Residential,Wood,3
434073,10488,29.346994,-83.124504,Residential,Wood,3
874806,10489,29.60347,-82.97994,Residential,Wood,1
437207,10490,29.55819,-82.95088,Residential,Wood,3
414688,10491,29.55819,-82.95088,Residential,Wood,3
200837,10492,29.77993,-82.97044,Residential,Wood,3
878797,10493,29.34138,-83.13288,Residential,Wood,1
890540,10494,29.354773,-83.112274,Residential,Wood,3
320663,10495,29.354773,-83.112274,Residential,Masonry,3
424313,10496,29.354773,-83.112274,Residential,Wood,3
763644,10497,29.354773,-83.112274,Residential,Wood,3
266529,10498,29.323435,-82.7734,Residential,Masonry,3
107496,10499,29.37422,-82.196358,Residential,Wood,1
550768,10500,29.41738,-82.22188,Residential,Wood,1
549765,10501,29.369993,-82.196182,Residential,Wood,3
444395,10502,29.369993,-82.196182,Residential,Wood,3
370819,10503,29.347088,-82.218208,Residential,Masonry,1
775235,10504,29.37002,-82.19709,Residential,Wood,3
539443,10505,29.37085,-82.19708,Commercial,Reinforced Masonry,1
318847,10506,29.408365,-82.245888,Commercial,Reinforced Masonry,1
800870,10507,29.32684,-82.19773,Residential,Wood,3
102520,10508,29.368963,-82.197517,Residential,Masonry,1
714060,10509,29.3795,-82.2309,Residential,Wood,4
701476,10510,29.31051,-82.27276,Residential,Wood,1
732949,10511,29.61425,-82.81624,Residential,Masonry,1
328456,10512,29.6114,-82.8325,Residential,Wood,4
853914,10513,29.561682,-82.923172,Residential,Masonry,3
259426,10514,29.58536,-82.92384,Residential,Wood,3
708797,10515,29.58536,-82.92384,Residential,Masonry,3
442200,10516,29.61056,-82.81648,Residential,Wood,1
409540,10517,29.61056,-82.81648,Residential,Wood,1
871096,10518,29.61056,-82.81648,Residential,Wood,1
789151,10519,29.61056,-82.81648,Residential,Wood,1
941813,10520,29.74641,-82.740524,Residential,Wood,3
750055,10521,29.74641,-82.740524,Residential,Wood,3
191365,10522,29.74641,-82.740524,Residential,Wood,3
636585,10523,29.6114,-82.8325,Residential,Wood,4
365020,10524,29.61056,-82.81648,Residential,Wood,1
560625,10525,29.613605,-82.818352,Residential,Wood,3
357094,10526,29.614056,-82.818352,Residential,Wood,1
335514,10527,29.732496,-82.743431,Residential,Wood,3
914559,10528,29.732496,-82.743431,Residential,Wood,3
418218,10529,29.732496,-82.743431,Residential,Masonry,3
849344,10530,29.732496,-82.743431,Residential,Wood,3
222081,10531,29.732496,-82.743431,Residential,Wood,3
976893,10532,29.61056,-82.81648,Residential,Wood,1
270844,10533,29.61228,-82.81736,Residential,Masonry,1
312422,10534,29.62104,-82.81801,Commercial,Reinforced Masonry,1
467960,10535,29.634478,-82.898476,Residential,Wood,1
647854,10536,29.60799,-82.8183,Residential,Wood,3
160665,10537,29.724325,-82.690491,Residential,Wood,3
352051,10538,29.61074,-82.944585,Residential,Wood,3
151509,10539,29.602312,-82.819359,Residential,Masonry,3
997841,10540,29.61227,-82.81783,Residential,Masonry,3
699237,10541,29.778019,-82.740822,Residential,Wood,3
246833,10542,29.613634,-82.8172,Residential,Wood,1
860564,10543,29.64556,-82.94233,Residential,Wood,1
350442,10544,29.64556,-82.94233,Residential,Wood,1
618365,10545,29.64556,-82.94233,Residential,Wood,1
150582,10546,29.64556,-82.94233,Residential,Wood,1
826562,10547,29.64556,-82.94233,Residential,Wood,1
434248,10548,29.64556,-82.94233,Residential,Wood,1
917073,10549,29.614794,-82.808304,Residential,Wood,1
574629,10550,29.7766,-82.164415,Residential,Wood,3
686094,10551,29.7766,-82.164415,Residential,Wood,3
727522,10552,29.7766,-82.164415,Residential,Wood,3
982658,10553,29.7766,-82.164415,Residential,Wood,3
571177,10554,29.7766,-82.164415,Residential,Wood,3
405221,10555,29.7766,-82.164415,Residential,Wood,3
194198,10556,29.7766,-82.164415,Residential,Wood,3
878537,10557,29.7766,-82.164415,Residential,Wood,3
588495,10558,29.7766,-82.164415,Residential,Wood,3
240327,10559,29.7766,-82.164415,Residential,Wood,3
885801,10560,29.799858,-82.167488,Residential,Masonry,1
705356,10561,29.7844,-82.1575,Residential,Masonry,3
489529,10562,29.795679,-82.171631,Residential,Wood,3
955456,10563,29.79058,-82.17133,Residential,Wood,1
859480,10564,29.782325,-82.16456,Residential,Wood,3
949412,10565,29.79026,-82.16464,Residential,Wood,3
358084,10566,29.7844,-82.1575,Residential,Wood,3
317251,10567,29.7844,-82.1575,Residential,Wood,1
539088,10568,29.7844,-82.1575,Residential,Wood,1
430677,10569,29.7844,-82.1575,Residential,Wood,1
954464,10570,29.7844,-82.1575,Residential,Wood,1
954200,10571,29.7844,-82.1575,Residential,Wood,1
340013,10572,29.794088,-82.173462,Residential,Wood,1
902627,10573,29.793991,-82.173271,Residential,Wood,1
244270,10574,29.79406,-82.173561,Residential,Wood,1
692767,10575,29.3811,-82.45087,Residential,Wood,1
236365,10576,29.38621,-82.45012,Residential,Wood,1
674266,10577,29.388632,-82.416351,Residential,Wood,3
963308,10578,29.39456,-82.484489,Residential,Wood,3
518598,10579,29.39456,-82.484489,Residential,Masonry,3
260452,10580,29.39456,-82.484489,Residential,Wood,3
595278,10581,29.39456,-82.484489,Residential,Wood,3
485751,10582,29.3804,-82.497,Residential,Masonry,4
406077,10583,29.39402,-82.44838,Residential,Masonry,1
169135,10584,29.38764,-82.44364,Residential,Masonry,1
923201,10585,29.386122,-82.456253,Residential,Wood,1
236457,10586,29.386122,-82.456253,Residential,Wood,1
635375,10587,29.386,-82.447327,Residential,Wood,1
841093,10588,29.386026,-82.447174,Residential,Wood,1
106808,10589,29.384907,-82.44931,Residential,Wood,1
575168,10590,29.387646,-82.447807,Residential,Wood,1
948916,10591,29.38795,-82.44821,Residential,Masonry,1
918005,10592,29.393879,-82.45195,Residential,Wood,3
